create table Rel-i-i-1000 (left INT, right INT, PRIMARY KEY (left));
insert into Rel-i-i-1000 (left,right) values (1544,1);
insert into Rel-i-i-1000 (left,right) values (1545,1);
insert into Rel-i-i-1000 (left,right) values (1546,1);
insert into Rel-i-i-1000 (left,right) values (1547,1);
insert into Rel-i-i-1000 (left,right) values (1548,1);
insert into Rel-i-i-1000 (left,right) values (1549,1);
insert into Rel-i-i-1000 (left,right) values (1550,1);
insert into Rel-i-i-1000 (left,right) values (1551,1);
insert into Rel-i-i-1000 (left,right) values (1552,1);
insert into Rel-i-i-1000 (left,right) values (1553,1);
insert into Rel-i-i-1000 (left,right) values (1554,1);
insert into Rel-i-i-1000 (left,right) values (1555,1);
insert into Rel-i-i-1000 (left,right) values (1556,1);
insert into Rel-i-i-1000 (left,right) values (1557,1);
insert into Rel-i-i-1000 (left,right) values (1558,1);
insert into Rel-i-i-1000 (left,right) values (1559,1);
insert into Rel-i-i-1000 (left,right) values (1560,1);
insert into Rel-i-i-1000 (left,right) values (1561,1);
insert into Rel-i-i-1000 (left,right) values (1562,1);
insert into Rel-i-i-1000 (left,right) values (1563,1);
insert into Rel-i-i-1000 (left,right) values (1564,1);
insert into Rel-i-i-1000 (left,right) values (1565,1);
insert into Rel-i-i-1000 (left,right) values (1566,1);
insert into Rel-i-i-1000 (left,right) values (1567,1);
insert into Rel-i-i-1000 (left,right) values (1568,1);
insert into Rel-i-i-1000 (left,right) values (1569,1);
insert into Rel-i-i-1000 (left,right) values (1570,1);
insert into Rel-i-i-1000 (left,right) values (1571,1);
insert into Rel-i-i-1000 (left,right) values (1572,1);
insert into Rel-i-i-1000 (left,right) values (1573,1);
insert into Rel-i-i-1000 (left,right) values (1574,1);
insert into Rel-i-i-1000 (left,right) values (1575,1);
insert into Rel-i-i-1000 (left,right) values (1576,1);
insert into Rel-i-i-1000 (left,right) values (1577,1);
insert into Rel-i-i-1000 (left,right) values (1578,1);
insert into Rel-i-i-1000 (left,right) values (1579,1);
insert into Rel-i-i-1000 (left,right) values (1580,1);
insert into Rel-i-i-1000 (left,right) values (1581,1);
insert into Rel-i-i-1000 (left,right) values (1582,1);
insert into Rel-i-i-1000 (left,right) values (1583,1);
insert into Rel-i-i-1000 (left,right) values (1584,1);
insert into Rel-i-i-1000 (left,right) values (1585,1);
insert into Rel-i-i-1000 (left,right) values (1586,1);
insert into Rel-i-i-1000 (left,right) values (1587,1);
insert into Rel-i-i-1000 (left,right) values (1588,1);
insert into Rel-i-i-1000 (left,right) values (1589,1);
insert into Rel-i-i-1000 (left,right) values (1590,1);
insert into Rel-i-i-1000 (left,right) values (1591,1);
insert into Rel-i-i-1000 (left,right) values (1592,1);
insert into Rel-i-i-1000 (left,right) values (1593,1);
insert into Rel-i-i-1000 (left,right) values (1594,1);
insert into Rel-i-i-1000 (left,right) values (1595,1);
insert into Rel-i-i-1000 (left,right) values (1596,1);
insert into Rel-i-i-1000 (left,right) values (1597,1);
insert into Rel-i-i-1000 (left,right) values (1598,1);
insert into Rel-i-i-1000 (left,right) values (1599,1);
insert into Rel-i-i-1000 (left,right) values (1600,1);
insert into Rel-i-i-1000 (left,right) values (1601,1);
insert into Rel-i-i-1000 (left,right) values (1602,1);
insert into Rel-i-i-1000 (left,right) values (1603,1);
insert into Rel-i-i-1000 (left,right) values (1604,1);
insert into Rel-i-i-1000 (left,right) values (1605,1);
insert into Rel-i-i-1000 (left,right) values (1606,1);
insert into Rel-i-i-1000 (left,right) values (1607,1);
insert into Rel-i-i-1000 (left,right) values (1608,1);
insert into Rel-i-i-1000 (left,right) values (1609,1);
insert into Rel-i-i-1000 (left,right) values (1610,1);
insert into Rel-i-i-1000 (left,right) values (1611,1);
insert into Rel-i-i-1000 (left,right) values (1612,1);
insert into Rel-i-i-1000 (left,right) values (1613,1);
insert into Rel-i-i-1000 (left,right) values (1614,1);
insert into Rel-i-i-1000 (left,right) values (1615,1);
insert into Rel-i-i-1000 (left,right) values (1616,1);
insert into Rel-i-i-1000 (left,right) values (1617,1);
insert into Rel-i-i-1000 (left,right) values (1618,1);
insert into Rel-i-i-1000 (left,right) values (1619,1);
insert into Rel-i-i-1000 (left,right) values (1620,1);
insert into Rel-i-i-1000 (left,right) values (1621,1);
insert into Rel-i-i-1000 (left,right) values (1622,1);
insert into Rel-i-i-1000 (left,right) values (1623,1);
insert into Rel-i-i-1000 (left,right) values (1624,1);
insert into Rel-i-i-1000 (left,right) values (1625,1);
insert into Rel-i-i-1000 (left,right) values (1626,1);
insert into Rel-i-i-1000 (left,right) values (1627,1);
insert into Rel-i-i-1000 (left,right) values (1628,1);
insert into Rel-i-i-1000 (left,right) values (1629,1);
insert into Rel-i-i-1000 (left,right) values (1630,1);
insert into Rel-i-i-1000 (left,right) values (1631,1);
insert into Rel-i-i-1000 (left,right) values (1632,1);
insert into Rel-i-i-1000 (left,right) values (1633,1);
insert into Rel-i-i-1000 (left,right) values (1634,1);
insert into Rel-i-i-1000 (left,right) values (1635,1);
insert into Rel-i-i-1000 (left,right) values (1636,1);
insert into Rel-i-i-1000 (left,right) values (1637,1);
insert into Rel-i-i-1000 (left,right) values (1638,1);
insert into Rel-i-i-1000 (left,right) values (1639,1);
insert into Rel-i-i-1000 (left,right) values (1640,1);
insert into Rel-i-i-1000 (left,right) values (1641,1);
insert into Rel-i-i-1000 (left,right) values (1642,1);
insert into Rel-i-i-1000 (left,right) values (1643,1);
insert into Rel-i-i-1000 (left,right) values (1644,1);
insert into Rel-i-i-1000 (left,right) values (1645,1);
insert into Rel-i-i-1000 (left,right) values (1646,1);
insert into Rel-i-i-1000 (left,right) values (1647,1);
insert into Rel-i-i-1000 (left,right) values (1648,1);
insert into Rel-i-i-1000 (left,right) values (1649,1);
insert into Rel-i-i-1000 (left,right) values (1650,1);
insert into Rel-i-i-1000 (left,right) values (1651,1);
insert into Rel-i-i-1000 (left,right) values (1652,1);
insert into Rel-i-i-1000 (left,right) values (1653,1);
insert into Rel-i-i-1000 (left,right) values (1654,1);
insert into Rel-i-i-1000 (left,right) values (1655,1);
insert into Rel-i-i-1000 (left,right) values (1656,1);
insert into Rel-i-i-1000 (left,right) values (1657,1);
insert into Rel-i-i-1000 (left,right) values (1658,1);
insert into Rel-i-i-1000 (left,right) values (1659,1);
insert into Rel-i-i-1000 (left,right) values (1660,1);
insert into Rel-i-i-1000 (left,right) values (1661,1);
insert into Rel-i-i-1000 (left,right) values (1662,1);
insert into Rel-i-i-1000 (left,right) values (1663,1);
insert into Rel-i-i-1000 (left,right) values (1664,1);
insert into Rel-i-i-1000 (left,right) values (1665,1);
insert into Rel-i-i-1000 (left,right) values (1666,1);
insert into Rel-i-i-1000 (left,right) values (1667,1);
insert into Rel-i-i-1000 (left,right) values (1668,1);
insert into Rel-i-i-1000 (left,right) values (1669,1);
insert into Rel-i-i-1000 (left,right) values (1670,1);
insert into Rel-i-i-1000 (left,right) values (1671,1);
insert into Rel-i-i-1000 (left,right) values (1672,1);
insert into Rel-i-i-1000 (left,right) values (1673,1);
insert into Rel-i-i-1000 (left,right) values (1674,1);
insert into Rel-i-i-1000 (left,right) values (1675,1);
insert into Rel-i-i-1000 (left,right) values (1676,1);
insert into Rel-i-i-1000 (left,right) values (1677,1);
insert into Rel-i-i-1000 (left,right) values (1678,1);
insert into Rel-i-i-1000 (left,right) values (1679,1);
insert into Rel-i-i-1000 (left,right) values (1680,1);
insert into Rel-i-i-1000 (left,right) values (1681,1);
insert into Rel-i-i-1000 (left,right) values (1682,1);
insert into Rel-i-i-1000 (left,right) values (1683,1);
insert into Rel-i-i-1000 (left,right) values (1684,1);
insert into Rel-i-i-1000 (left,right) values (1685,1);
insert into Rel-i-i-1000 (left,right) values (1686,1);
insert into Rel-i-i-1000 (left,right) values (1687,1);
insert into Rel-i-i-1000 (left,right) values (1688,1);
insert into Rel-i-i-1000 (left,right) values (1689,1);
insert into Rel-i-i-1000 (left,right) values (1690,1);
insert into Rel-i-i-1000 (left,right) values (1691,1);
insert into Rel-i-i-1000 (left,right) values (1692,1);
insert into Rel-i-i-1000 (left,right) values (1693,1);
insert into Rel-i-i-1000 (left,right) values (1694,1);
insert into Rel-i-i-1000 (left,right) values (1695,1);
insert into Rel-i-i-1000 (left,right) values (1696,1);
insert into Rel-i-i-1000 (left,right) values (1697,1);
insert into Rel-i-i-1000 (left,right) values (1698,1);
insert into Rel-i-i-1000 (left,right) values (1699,1);
insert into Rel-i-i-1000 (left,right) values (1700,1);
insert into Rel-i-i-1000 (left,right) values (1701,1);
insert into Rel-i-i-1000 (left,right) values (1702,1);
insert into Rel-i-i-1000 (left,right) values (1703,1);
insert into Rel-i-i-1000 (left,right) values (1704,1);
insert into Rel-i-i-1000 (left,right) values (1705,1);
insert into Rel-i-i-1000 (left,right) values (1706,1);
insert into Rel-i-i-1000 (left,right) values (1707,1);
insert into Rel-i-i-1000 (left,right) values (1708,1);
insert into Rel-i-i-1000 (left,right) values (1709,1);
insert into Rel-i-i-1000 (left,right) values (1710,1);
insert into Rel-i-i-1000 (left,right) values (1711,1);
insert into Rel-i-i-1000 (left,right) values (1712,1);
insert into Rel-i-i-1000 (left,right) values (1713,1);
insert into Rel-i-i-1000 (left,right) values (1714,1);
insert into Rel-i-i-1000 (left,right) values (1715,1);
insert into Rel-i-i-1000 (left,right) values (1716,1);
insert into Rel-i-i-1000 (left,right) values (1717,1);
insert into Rel-i-i-1000 (left,right) values (1718,1);
insert into Rel-i-i-1000 (left,right) values (1719,1);
insert into Rel-i-i-1000 (left,right) values (1720,1);
insert into Rel-i-i-1000 (left,right) values (1721,1);
insert into Rel-i-i-1000 (left,right) values (1722,1);
insert into Rel-i-i-1000 (left,right) values (1723,1);
insert into Rel-i-i-1000 (left,right) values (1724,1);
insert into Rel-i-i-1000 (left,right) values (1725,1);
insert into Rel-i-i-1000 (left,right) values (1726,1);
insert into Rel-i-i-1000 (left,right) values (1727,1);
insert into Rel-i-i-1000 (left,right) values (1728,1);
insert into Rel-i-i-1000 (left,right) values (1729,1);
insert into Rel-i-i-1000 (left,right) values (1730,1);
insert into Rel-i-i-1000 (left,right) values (1731,1);
insert into Rel-i-i-1000 (left,right) values (1732,1);
insert into Rel-i-i-1000 (left,right) values (1733,1);
insert into Rel-i-i-1000 (left,right) values (1734,1);
insert into Rel-i-i-1000 (left,right) values (1735,1);
insert into Rel-i-i-1000 (left,right) values (1736,1);
insert into Rel-i-i-1000 (left,right) values (1737,1);
insert into Rel-i-i-1000 (left,right) values (1738,1);
insert into Rel-i-i-1000 (left,right) values (1739,1);
insert into Rel-i-i-1000 (left,right) values (1740,1);
insert into Rel-i-i-1000 (left,right) values (1741,1);
insert into Rel-i-i-1000 (left,right) values (1742,1);
insert into Rel-i-i-1000 (left,right) values (1743,1);
insert into Rel-i-i-1000 (left,right) values (1744,1);
insert into Rel-i-i-1000 (left,right) values (1745,1);
insert into Rel-i-i-1000 (left,right) values (1746,1);
insert into Rel-i-i-1000 (left,right) values (1747,1);
insert into Rel-i-i-1000 (left,right) values (1748,1);
insert into Rel-i-i-1000 (left,right) values (1749,1);
insert into Rel-i-i-1000 (left,right) values (1750,1);
insert into Rel-i-i-1000 (left,right) values (1751,1);
insert into Rel-i-i-1000 (left,right) values (1752,1);
insert into Rel-i-i-1000 (left,right) values (1753,1);
insert into Rel-i-i-1000 (left,right) values (1754,1);
insert into Rel-i-i-1000 (left,right) values (1755,1);
insert into Rel-i-i-1000 (left,right) values (1756,1);
insert into Rel-i-i-1000 (left,right) values (1757,1);
insert into Rel-i-i-1000 (left,right) values (1758,1);
insert into Rel-i-i-1000 (left,right) values (1759,1);
insert into Rel-i-i-1000 (left,right) values (1760,1);
insert into Rel-i-i-1000 (left,right) values (1761,1);
insert into Rel-i-i-1000 (left,right) values (1762,1);
insert into Rel-i-i-1000 (left,right) values (1763,1);
insert into Rel-i-i-1000 (left,right) values (1764,1);
insert into Rel-i-i-1000 (left,right) values (1765,1);
insert into Rel-i-i-1000 (left,right) values (1766,1);
insert into Rel-i-i-1000 (left,right) values (1767,1);
insert into Rel-i-i-1000 (left,right) values (1768,1);
insert into Rel-i-i-1000 (left,right) values (1769,1);
insert into Rel-i-i-1000 (left,right) values (1770,1);
insert into Rel-i-i-1000 (left,right) values (1771,1);
insert into Rel-i-i-1000 (left,right) values (1772,1);
insert into Rel-i-i-1000 (left,right) values (1773,1);
insert into Rel-i-i-1000 (left,right) values (1774,1);
insert into Rel-i-i-1000 (left,right) values (1775,1);
insert into Rel-i-i-1000 (left,right) values (1776,1);
insert into Rel-i-i-1000 (left,right) values (1777,1);
insert into Rel-i-i-1000 (left,right) values (1778,1);
insert into Rel-i-i-1000 (left,right) values (1779,1);
insert into Rel-i-i-1000 (left,right) values (1780,1);
insert into Rel-i-i-1000 (left,right) values (1781,1);
insert into Rel-i-i-1000 (left,right) values (1782,1);
insert into Rel-i-i-1000 (left,right) values (1783,1);
insert into Rel-i-i-1000 (left,right) values (1784,1);
insert into Rel-i-i-1000 (left,right) values (1785,1);
insert into Rel-i-i-1000 (left,right) values (1786,1);
insert into Rel-i-i-1000 (left,right) values (1787,1);
insert into Rel-i-i-1000 (left,right) values (1788,1);
insert into Rel-i-i-1000 (left,right) values (1789,1);
insert into Rel-i-i-1000 (left,right) values (1790,1);
insert into Rel-i-i-1000 (left,right) values (1791,1);
insert into Rel-i-i-1000 (left,right) values (1792,1);
insert into Rel-i-i-1000 (left,right) values (1793,1);
insert into Rel-i-i-1000 (left,right) values (1794,1);
insert into Rel-i-i-1000 (left,right) values (1795,1);
insert into Rel-i-i-1000 (left,right) values (1796,1);
insert into Rel-i-i-1000 (left,right) values (1797,1);
insert into Rel-i-i-1000 (left,right) values (1798,1);
insert into Rel-i-i-1000 (left,right) values (1799,1);
insert into Rel-i-i-1000 (left,right) values (1800,1);
insert into Rel-i-i-1000 (left,right) values (1801,1);
insert into Rel-i-i-1000 (left,right) values (1802,1);
insert into Rel-i-i-1000 (left,right) values (1803,1);
insert into Rel-i-i-1000 (left,right) values (1804,1);
insert into Rel-i-i-1000 (left,right) values (1805,1);
insert into Rel-i-i-1000 (left,right) values (1806,1);
insert into Rel-i-i-1000 (left,right) values (1807,1);
insert into Rel-i-i-1000 (left,right) values (1808,1);
insert into Rel-i-i-1000 (left,right) values (1809,1);
insert into Rel-i-i-1000 (left,right) values (1810,1);
insert into Rel-i-i-1000 (left,right) values (1811,1);
insert into Rel-i-i-1000 (left,right) values (1812,1);
insert into Rel-i-i-1000 (left,right) values (1813,1);
insert into Rel-i-i-1000 (left,right) values (1814,1);
insert into Rel-i-i-1000 (left,right) values (1815,1);
insert into Rel-i-i-1000 (left,right) values (1816,1);
insert into Rel-i-i-1000 (left,right) values (1817,1);
insert into Rel-i-i-1000 (left,right) values (1818,1);
insert into Rel-i-i-1000 (left,right) values (1819,1);
insert into Rel-i-i-1000 (left,right) values (1820,1);
insert into Rel-i-i-1000 (left,right) values (1821,1);
insert into Rel-i-i-1000 (left,right) values (1822,1);
insert into Rel-i-i-1000 (left,right) values (1823,1);
insert into Rel-i-i-1000 (left,right) values (1824,1);
insert into Rel-i-i-1000 (left,right) values (1825,1);
insert into Rel-i-i-1000 (left,right) values (1826,1);
insert into Rel-i-i-1000 (left,right) values (1827,1);
insert into Rel-i-i-1000 (left,right) values (1828,1);
insert into Rel-i-i-1000 (left,right) values (1829,1);
insert into Rel-i-i-1000 (left,right) values (1830,1);
insert into Rel-i-i-1000 (left,right) values (1831,1);
insert into Rel-i-i-1000 (left,right) values (1832,1);
insert into Rel-i-i-1000 (left,right) values (1833,1);
insert into Rel-i-i-1000 (left,right) values (1834,1);
insert into Rel-i-i-1000 (left,right) values (1835,1);
insert into Rel-i-i-1000 (left,right) values (1836,1);
insert into Rel-i-i-1000 (left,right) values (1837,1);
insert into Rel-i-i-1000 (left,right) values (1838,1);
insert into Rel-i-i-1000 (left,right) values (1839,1);
insert into Rel-i-i-1000 (left,right) values (1840,1);
insert into Rel-i-i-1000 (left,right) values (1841,1);
insert into Rel-i-i-1000 (left,right) values (1842,1);
insert into Rel-i-i-1000 (left,right) values (1843,1);
insert into Rel-i-i-1000 (left,right) values (1844,1);
insert into Rel-i-i-1000 (left,right) values (1845,1);
insert into Rel-i-i-1000 (left,right) values (1846,1);
insert into Rel-i-i-1000 (left,right) values (1847,1);
insert into Rel-i-i-1000 (left,right) values (1848,1);
insert into Rel-i-i-1000 (left,right) values (1849,1);
insert into Rel-i-i-1000 (left,right) values (1850,1);
insert into Rel-i-i-1000 (left,right) values (1851,1);
insert into Rel-i-i-1000 (left,right) values (1852,1);
insert into Rel-i-i-1000 (left,right) values (1853,1);
insert into Rel-i-i-1000 (left,right) values (1854,1);
insert into Rel-i-i-1000 (left,right) values (1855,1);
insert into Rel-i-i-1000 (left,right) values (1856,1);
insert into Rel-i-i-1000 (left,right) values (1857,1);
insert into Rel-i-i-1000 (left,right) values (1858,1);
insert into Rel-i-i-1000 (left,right) values (1859,1);
insert into Rel-i-i-1000 (left,right) values (1860,1);
insert into Rel-i-i-1000 (left,right) values (1861,1);
insert into Rel-i-i-1000 (left,right) values (1862,1);
insert into Rel-i-i-1000 (left,right) values (1863,1);
insert into Rel-i-i-1000 (left,right) values (1864,1);
insert into Rel-i-i-1000 (left,right) values (1865,1);
insert into Rel-i-i-1000 (left,right) values (1866,1);
insert into Rel-i-i-1000 (left,right) values (1867,1);
insert into Rel-i-i-1000 (left,right) values (1868,1);
insert into Rel-i-i-1000 (left,right) values (1869,1);
insert into Rel-i-i-1000 (left,right) values (1870,1);
insert into Rel-i-i-1000 (left,right) values (1871,1);
insert into Rel-i-i-1000 (left,right) values (1872,1);
insert into Rel-i-i-1000 (left,right) values (1873,1);
insert into Rel-i-i-1000 (left,right) values (1874,1);
insert into Rel-i-i-1000 (left,right) values (1875,1);
insert into Rel-i-i-1000 (left,right) values (1876,1);
insert into Rel-i-i-1000 (left,right) values (1877,1);
insert into Rel-i-i-1000 (left,right) values (1878,1);
insert into Rel-i-i-1000 (left,right) values (1879,1);
insert into Rel-i-i-1000 (left,right) values (1880,1);
insert into Rel-i-i-1000 (left,right) values (1881,1);
insert into Rel-i-i-1000 (left,right) values (1882,1);
insert into Rel-i-i-1000 (left,right) values (1883,1);
insert into Rel-i-i-1000 (left,right) values (1884,1);
insert into Rel-i-i-1000 (left,right) values (1885,1);
insert into Rel-i-i-1000 (left,right) values (1886,1);
insert into Rel-i-i-1000 (left,right) values (1887,1);
insert into Rel-i-i-1000 (left,right) values (1888,1);
insert into Rel-i-i-1000 (left,right) values (1889,1);
insert into Rel-i-i-1000 (left,right) values (1890,1);
insert into Rel-i-i-1000 (left,right) values (1891,1);
insert into Rel-i-i-1000 (left,right) values (1892,1);
insert into Rel-i-i-1000 (left,right) values (1893,1);
insert into Rel-i-i-1000 (left,right) values (1894,1);
insert into Rel-i-i-1000 (left,right) values (1895,1);
insert into Rel-i-i-1000 (left,right) values (1896,1);
insert into Rel-i-i-1000 (left,right) values (1897,1);
insert into Rel-i-i-1000 (left,right) values (1898,1);
insert into Rel-i-i-1000 (left,right) values (1899,1);
insert into Rel-i-i-1000 (left,right) values (1900,1);
insert into Rel-i-i-1000 (left,right) values (1901,1);
insert into Rel-i-i-1000 (left,right) values (1902,1);
insert into Rel-i-i-1000 (left,right) values (1903,1);
insert into Rel-i-i-1000 (left,right) values (1904,1);
insert into Rel-i-i-1000 (left,right) values (1905,1);
insert into Rel-i-i-1000 (left,right) values (1906,1);
insert into Rel-i-i-1000 (left,right) values (1907,1);
insert into Rel-i-i-1000 (left,right) values (1908,1);
insert into Rel-i-i-1000 (left,right) values (1909,1);
insert into Rel-i-i-1000 (left,right) values (1910,1);
insert into Rel-i-i-1000 (left,right) values (1911,1);
insert into Rel-i-i-1000 (left,right) values (1912,1);
insert into Rel-i-i-1000 (left,right) values (1913,1);
insert into Rel-i-i-1000 (left,right) values (1914,1);
insert into Rel-i-i-1000 (left,right) values (1915,1);
insert into Rel-i-i-1000 (left,right) values (1916,1);
insert into Rel-i-i-1000 (left,right) values (1917,1);
insert into Rel-i-i-1000 (left,right) values (1918,1);
insert into Rel-i-i-1000 (left,right) values (1919,1);
insert into Rel-i-i-1000 (left,right) values (1920,1);
insert into Rel-i-i-1000 (left,right) values (1921,1);
insert into Rel-i-i-1000 (left,right) values (1922,1);
insert into Rel-i-i-1000 (left,right) values (1923,1);
insert into Rel-i-i-1000 (left,right) values (1924,1);
insert into Rel-i-i-1000 (left,right) values (1925,1);
insert into Rel-i-i-1000 (left,right) values (1926,1);
insert into Rel-i-i-1000 (left,right) values (1927,1);
insert into Rel-i-i-1000 (left,right) values (1928,1);
insert into Rel-i-i-1000 (left,right) values (1929,1);
insert into Rel-i-i-1000 (left,right) values (1930,1);
insert into Rel-i-i-1000 (left,right) values (1931,1);
insert into Rel-i-i-1000 (left,right) values (1932,1);
insert into Rel-i-i-1000 (left,right) values (1933,1);
insert into Rel-i-i-1000 (left,right) values (1934,1);
insert into Rel-i-i-1000 (left,right) values (1935,1);
insert into Rel-i-i-1000 (left,right) values (1936,1);
insert into Rel-i-i-1000 (left,right) values (1937,1);
insert into Rel-i-i-1000 (left,right) values (1938,1);
insert into Rel-i-i-1000 (left,right) values (1939,1);
insert into Rel-i-i-1000 (left,right) values (1940,1);
insert into Rel-i-i-1000 (left,right) values (1941,1);
insert into Rel-i-i-1000 (left,right) values (1942,1);
insert into Rel-i-i-1000 (left,right) values (1943,1);
insert into Rel-i-i-1000 (left,right) values (1944,1);
insert into Rel-i-i-1000 (left,right) values (1945,1);
insert into Rel-i-i-1000 (left,right) values (1946,1);
insert into Rel-i-i-1000 (left,right) values (1947,1);
insert into Rel-i-i-1000 (left,right) values (1948,1);
insert into Rel-i-i-1000 (left,right) values (1949,1);
insert into Rel-i-i-1000 (left,right) values (1950,1);
insert into Rel-i-i-1000 (left,right) values (1951,1);
insert into Rel-i-i-1000 (left,right) values (1952,1);
insert into Rel-i-i-1000 (left,right) values (1953,1);
insert into Rel-i-i-1000 (left,right) values (1954,1);
insert into Rel-i-i-1000 (left,right) values (1955,1);
insert into Rel-i-i-1000 (left,right) values (1956,1);
insert into Rel-i-i-1000 (left,right) values (1957,1);
insert into Rel-i-i-1000 (left,right) values (1958,1);
insert into Rel-i-i-1000 (left,right) values (1959,1);
insert into Rel-i-i-1000 (left,right) values (1960,1);
insert into Rel-i-i-1000 (left,right) values (1961,1);
insert into Rel-i-i-1000 (left,right) values (1962,1);
insert into Rel-i-i-1000 (left,right) values (1963,1);
insert into Rel-i-i-1000 (left,right) values (1964,1);
insert into Rel-i-i-1000 (left,right) values (1965,1);
insert into Rel-i-i-1000 (left,right) values (1966,1);
insert into Rel-i-i-1000 (left,right) values (1967,1);
insert into Rel-i-i-1000 (left,right) values (1968,1);
insert into Rel-i-i-1000 (left,right) values (1969,1);
insert into Rel-i-i-1000 (left,right) values (1970,1);
insert into Rel-i-i-1000 (left,right) values (1971,1);
insert into Rel-i-i-1000 (left,right) values (1972,1);
insert into Rel-i-i-1000 (left,right) values (1973,1);
insert into Rel-i-i-1000 (left,right) values (1974,1);
insert into Rel-i-i-1000 (left,right) values (1975,1);
insert into Rel-i-i-1000 (left,right) values (1976,1);
insert into Rel-i-i-1000 (left,right) values (1977,1);
insert into Rel-i-i-1000 (left,right) values (1978,1);
insert into Rel-i-i-1000 (left,right) values (1979,1);
insert into Rel-i-i-1000 (left,right) values (1980,1);
insert into Rel-i-i-1000 (left,right) values (1981,1);
insert into Rel-i-i-1000 (left,right) values (1982,1);
insert into Rel-i-i-1000 (left,right) values (1983,1);
insert into Rel-i-i-1000 (left,right) values (1984,1);
insert into Rel-i-i-1000 (left,right) values (1985,1);
insert into Rel-i-i-1000 (left,right) values (1986,1);
insert into Rel-i-i-1000 (left,right) values (1987,1);
insert into Rel-i-i-1000 (left,right) values (1988,1);
insert into Rel-i-i-1000 (left,right) values (1989,1);
insert into Rel-i-i-1000 (left,right) values (1990,1);
insert into Rel-i-i-1000 (left,right) values (1991,1);
insert into Rel-i-i-1000 (left,right) values (1992,1);
insert into Rel-i-i-1000 (left,right) values (1993,1);
insert into Rel-i-i-1000 (left,right) values (1994,1);
insert into Rel-i-i-1000 (left,right) values (1995,1);
insert into Rel-i-i-1000 (left,right) values (1996,1);
insert into Rel-i-i-1000 (left,right) values (1997,1);
insert into Rel-i-i-1000 (left,right) values (1998,1);
insert into Rel-i-i-1000 (left,right) values (1999,1);
insert into Rel-i-i-1000 (left,right) values (2000,1);
insert into Rel-i-i-1000 (left,right) values (2001,1);
insert into Rel-i-i-1000 (left,right) values (2002,1);
insert into Rel-i-i-1000 (left,right) values (2003,1);
insert into Rel-i-i-1000 (left,right) values (2004,1);
insert into Rel-i-i-1000 (left,right) values (2005,1);
insert into Rel-i-i-1000 (left,right) values (2006,1);
insert into Rel-i-i-1000 (left,right) values (2007,1);
insert into Rel-i-i-1000 (left,right) values (2008,1);
insert into Rel-i-i-1000 (left,right) values (2009,1);
insert into Rel-i-i-1000 (left,right) values (2010,1);
insert into Rel-i-i-1000 (left,right) values (2011,1);
insert into Rel-i-i-1000 (left,right) values (2012,1);
insert into Rel-i-i-1000 (left,right) values (2013,1);
insert into Rel-i-i-1000 (left,right) values (2014,1);
insert into Rel-i-i-1000 (left,right) values (2015,1);
insert into Rel-i-i-1000 (left,right) values (2016,1);
insert into Rel-i-i-1000 (left,right) values (2017,1);
insert into Rel-i-i-1000 (left,right) values (2018,1);
insert into Rel-i-i-1000 (left,right) values (2019,1);
insert into Rel-i-i-1000 (left,right) values (2020,1);
insert into Rel-i-i-1000 (left,right) values (2021,1);
insert into Rel-i-i-1000 (left,right) values (2022,1);
insert into Rel-i-i-1000 (left,right) values (2023,1);
insert into Rel-i-i-1000 (left,right) values (2024,1);
insert into Rel-i-i-1000 (left,right) values (2025,1);
insert into Rel-i-i-1000 (left,right) values (2026,1);
insert into Rel-i-i-1000 (left,right) values (2027,1);
insert into Rel-i-i-1000 (left,right) values (2028,1);
insert into Rel-i-i-1000 (left,right) values (2029,1);
insert into Rel-i-i-1000 (left,right) values (2030,1);
insert into Rel-i-i-1000 (left,right) values (2031,1);
insert into Rel-i-i-1000 (left,right) values (2032,1);
insert into Rel-i-i-1000 (left,right) values (2033,1);
insert into Rel-i-i-1000 (left,right) values (2034,1);
insert into Rel-i-i-1000 (left,right) values (2035,1);
insert into Rel-i-i-1000 (left,right) values (2036,1);
insert into Rel-i-i-1000 (left,right) values (2037,1);
insert into Rel-i-i-1000 (left,right) values (2038,1);
insert into Rel-i-i-1000 (left,right) values (2039,1);
insert into Rel-i-i-1000 (left,right) values (2040,1);
insert into Rel-i-i-1000 (left,right) values (2041,1);
insert into Rel-i-i-1000 (left,right) values (2042,1);
insert into Rel-i-i-1000 (left,right) values (2043,1);
insert into Rel-i-i-1000 (left,right) values (2044,1);
insert into Rel-i-i-1000 (left,right) values (2045,1);
insert into Rel-i-i-1000 (left,right) values (2046,1);
insert into Rel-i-i-1000 (left,right) values (2047,1);
insert into Rel-i-i-1000 (left,right) values (2048,1);
insert into Rel-i-i-1000 (left,right) values (2049,1);
insert into Rel-i-i-1000 (left,right) values (2050,1);
insert into Rel-i-i-1000 (left,right) values (2051,1);
insert into Rel-i-i-1000 (left,right) values (2052,1);
insert into Rel-i-i-1000 (left,right) values (2053,1);
insert into Rel-i-i-1000 (left,right) values (2054,1);
insert into Rel-i-i-1000 (left,right) values (2055,1);
insert into Rel-i-i-1000 (left,right) values (2056,1);
insert into Rel-i-i-1000 (left,right) values (2057,1);
insert into Rel-i-i-1000 (left,right) values (2058,1);
insert into Rel-i-i-1000 (left,right) values (2059,1);
insert into Rel-i-i-1000 (left,right) values (2060,1);
